ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_type
GO:0031341	GO:0031341	regulation of cell killing	24/1376	102/18903	2.19065800641505e-07	7.94460150427736e-06	5.66710528908037e-06	BCL2L1/PTPRC/LAMP1/SPI1/ICAM1/STAT5B/FADD/VAV1/SYK/ITGAM/TYROBP/HLA-B/HLA-E/ARRB2/CLEC7A/CEACAM1/CD59/CD1D/KLRC1/CRK/CD55/LGALS9/CR1L/F2RL1	24	PPI_node
GO:0050670	GO:0050670	regulation of lymphocyte proliferation	41/1376	239/18903	2.2710822427192e-07	8.18446619545976e-06	5.83820744685777e-06	TLR4/PTPRC/PTEN/CORO1A/IRF1/RAC2/CCR2/STAT5B/FADD/CEBPB/BCL6/TGFBR2/SYK/LYN/TLR9/CCL5/MYD88/TYROBP/LILRB2/TNFRSF1B/HLA-E/MNDA/PPP3CA/CR1/CD1D/BID/PTPN6/VSIG4/CD55/SOS2/TNFRSF9/IL4I1/PELI1/JAK3/PRKAR1A/LILRB4/BST1/ZBTB7B/CD300A/LGALS9/LST1	41	PPI_node
GO:0050867	GO:0050867	positive regulation of cell activation	65/1376	467/18903	3.22276609615579e-07	1.10577543299238e-05	7.88780381429118e-06	ACTB/TLR4/PTPRC/LAMP1/SMARCD3/CORO1A/TGFB1/CCR2/STAT5B/LRRK2/NOD2/FADD/NLRP3/VAV1/ITGB2/FLOT2/GLI3/TLR6/BCL6/TGFBR2/SYK/RPS6KA1/LYN/TLR9/CCL5/FOXO3/MYD88/ITGAM/RHOA/CSK/ADAM8/TYROBP/LILRB2/HLA-E/FCHO1/CLEC7A/AKIRIN2/NFKBIZ/FGR/PPP3CA/TNFSF13/RARA/CR1/CD1D/SIRPA/BCL10/PTPN6/TNFSF14/CD55/JUND/GAB2/SIRPB1/PTAFR/IL4I1/PELI1/JAK3/LILRB4/BST1/IL1RL2/IL4R/ZBTB7B/LILRA2/LGALS9/F2RL1/HLX	65	PPI_node
GO:0044089	GO:0044089	positive regulation of cellular component biogenesis	68/1376	498/18903	3.55456524996742e-07	1.19109116270838e-05	8.49638465104555e-06	NR1H2/TLR4/CDC42/CD36/MARK4/SH3GLB1/TGFB1/VASP/RAC2/TSG101/RAB7A/PXN/PAK1/TWF2/BAIAP2/ULK1/GSK3B/SNCA/RAC1/HSPA1B/FLOT1/TLR6/SYK/HSPA1A/HCK/MYD88/BCL2L11/CYFIP1/LCP1/GRB2/MSN/RHOA/SNX18/RAPGEF3/ARAP1/CLEC7A/PSRC1/SDCBP/BID/ASAP1/PLEKHM1/SLITRK4/ARHGEF10L/LPAR1/CDC42EP1/MED25/FNIP1/EFNA5/PLCG2/ID1/NDEL1/SEMA4A/GPSM2/CDC42EP4/CDC42EP3/TAL1/NEURL1/EPHB1/CHMP2A/FES/DEF8/PTPRJ/PPM1F/MAP4K4/RALB/F2RL1/HYAL1/IL1RAP	68	PPI_node
GO:0010506	GO:0010506	regulation of autophagy	52/1376	344/18903	3.88566197010547e-07	1.27958868325887e-05	9.12766208706565e-06	GAPDH/MAPK3/STAT3/SH3GLB1/TFEB/ATP6V1A/LRRK2/NOD2/CAMKK2/ULK1/GSK3B/SNCA/CAPN1/TLR9/ATF6/FOXO3/DDIT3/BCL2L11/MCL1/ATP6V1E1/DAPK2/SNX18/MEFV/GNAI3/DAPK1/CHMP4B/ATP6V0A1/RRAGC/PRKACA/RRAGD/DRAM1/BNIP3L/ATP6V0D1/ATP6V1C1/ATP6V0E1/ATP6V0B/ATP6V1B2/CTSA/GSK3A/PLK3/QSOX1/CCNY/MTMR3/TPCN2/DAP/TOM1/RALB/TRIM21/USP10/TRIM8/PHF23/TBC1D14	52	PPI_node
GO:0009612	GO:0009612	response to mechanical stimulus	37/1376	211/18903	4.99278683553098e-07	1.58937047597736e-05	1.13374218025537e-05	TLR4/MAPK3/IGF1R/TNFRSF1A/NFKBIA/MAPK14/IRF1/RAF1/CYBA/CNN2/SLC9A1/FADD/TLR8/TGFBR2/MYD88/PTGS2/GSN/RHOA/SLC8A1/BCL10/LTBR/KCNQ1/TNFSF14/JUND/MAP2K4/RYR2/TRPV4/ATP8A2/BTG2/KCNC1/TNFRSF11A/MAP3K2/KIAA0319/TMEM120A/F11R/KCNJ2/LHFPL5	37	PPI_node
GO:0051090	GO:0051090	regulation of DNA-binding transcription factor activity	63/1376	454/18903	5.43504241042893e-07	1.70179196785562e-05	1.21393555822235e-05	TLR4/GLI1/MAPK3/SLCO3A1/CYP1B1/STAT3/PTEN/CD36/TCF7L2/NFKBIA/HDAC5/SPI1/HDAC4/NOD2/CFLAR/HCLS1/NLRP3/E2F1/S100A8/AIM2/HSPA1B/FLOT2/FLOT1/EGLN1/GLI3/TLR6/SGK1/SYK/TLR9/HSPA1A/HCK/DDIT3/MYD88/ADAM8/ARRB2/CLEC7A/NLRP12/S100A12/PPP3CA/NFAM1/BCL10/CAMK1D/ARHGEF2/WWP2/NTSR1/NFKBIL1/BCL3/NFKBIE/PELI1/PLCG2/IRAK3/ID1/TRIM25/TNFRSF11A/LGALS9/TRIB1/CHP1/DAP/TRIM21/IL1RAP/TRIM8/TAF12/STK3	63	PPI_node
GO:0043547	GO:0043547	positive regulation of GTPase activity	45/1376	283/18903	5.60135995895237e-07	1.73507488010924e-05	1.23767718553581e-05	TBC1D10B/GSK3B/VAV1/CCL5/CORO1C/PREX1/ARHGAP22/ARHGAP24/SNX18/ADAP1/ADAP2/RAPGEF3/TBC1D1/TBC1D2/ARAP1/ARHGAP25/CRK/ARAP3/ASAP1/RALBP1/PICALM/IQSEC1/NEDD9/SIPA1/ARHGAP27/GMIP/RHOG/TIAM2/RGL2/CDKL5/SOS2/SIPA1L2/NDEL1/RASGRP4/RGS10/F11R/MAP4K4/SIPA1L1/RGS14/EVI5/F2RL1/RAPGEF2/TBC1D14/RGL4/RALGAPA2	45	PPI_node
GO:0016197	GO:0016197	endosomal transport	41/1376	247/18903	5.60756586949616e-07	1.73507488010924e-05	1.23767718553581e-05	ACAP2/VAMP3/RAB35/ARFIP1/EHD1/TBC1D10B/DENND1A/TSG101/RAB7A/LRRK2/SQSTM1/CORO1C/WAS/SNX18/DENND5A/LYST/EPS15L1/UBAP1/CHMP1A/ZFYVE16/ANKRD50/SNX27/SORT1/SORL1/CHMP4B/SPAG9/PICALM/CLTCL1/REPS2/STX12/STX10/CHMP2A/CMTM6/VPS37B/VPS37C/TMCC1/TOM1/EVI5/LMTK2/TBC1D14/TMEM50A	41	PPI_node
GO:0042098	GO:0042098	T cell proliferation	37/1376	212/18903	5.63218023909804e-07	1.73507488010924e-05	1.23767718553581e-05	PTPRC/PTEN/CORO1A/IRF1/RAC2/CCR2/STAT5B/FADD/CEBPB/BCL6/TGFBR2/SYK/CCL5/MSN/NCSTN/LILRB2/TNFRSF1B/HLA-E/PPP3CA/CR1/CD1D/SLC11A1/BID/CD151/PTPN6/VSIG4/TNFSF14/CD55/SOS2/TNFRSF9/IL4I1/PELI1/JAK3/PRKAR1A/LILRB4/ZBTB7B/LGALS9	37	PPI_node
GO:2000106	GO:2000106	regulation of leukocyte apoptotic process	22/1376	93/18903	6.28655824828041e-07	1.89589361908667e-05	1.35239366637523e-05	BCL2L1/PTEN/NOD2/FADD/CXCR2/HCLS1/PIK3CD/BCL6/LYN/CCL5/BCL2L11/ADAM8/BCL10/HCAR2/FNIP1/BCL3/TSC22D3/JAK3/MERTK/EFNA1/LGALS9/RAPGEF2	22	PPI_node
GO:0031589	GO:0031589	cell-substrate adhesion	54/1376	369/18903	6.66068235586775e-07	1.96730463397537e-05	1.40333313010496e-05	MYADM/CDC42/NOTCH1/PTEN/VAMP3/CD36/ITGB4/CORO1A/RAC2/JAG1/SLC9A1/PXN/ITGA5/TLN1/ZYX/GSK3B/RAC1/ITGB2/PLAU/BCL6/ITGAX/CD63/BCL2L11/ITGAM/CORO1C/ACTN1/RHOA/TRIP6/PREX1/TRIOBP/ADAM15/ADAM9/RAB1A/MADCAM1/FERMT3/CRK/NEDD9/DOCK5/UNC13D/EFNA5/DISC1/ID1/MERTK/DUSP3/BST1/RIN2/CASS4/EPHB1/EFNA1/NTNG2/PTPRJ/PPM1F/MAP4K4/MEGF9	54	PPI_node
GO:0071260	GO:0071260	cellular response to mechanical stimulus	19/1376	73/18903	7.58877434990345e-07	2.2072932499973e-05	1.57452368691825e-05	TLR4/MAPK3/IGF1R/TNFRSF1A/IRF1/CYBA/CNN2/SLC9A1/FADD/TLR8/MYD88/PTGS2/BCL10/LTBR/TNFSF14/MAP2K4/MAP3K2/F11R/KCNJ2	19	PPI_node
GO:0050770	GO:0050770	regulation of axonogenesis	30/1376	156/18903	8.06664162113683e-07	2.32270635623689e-05	1.65685106664239e-05	PTEN/PAK1/DBN1/TWF2/FGF13/ULK1/GSK3B/PSEN1/SPP1/MBP/CYFIP1/RTN4/PAK2/TIAM2/PLXNB2/CDKL5/MARK2/PLXNC1/EFNA5/DISC1/IFRD1/NDEL1/SEMA4A/PLXNA2/EFNA1/KIAA0319/SIPA1L1/DIP2B/SEMA4B/SEMA6B	30	PPI_node
GO:0033674	GO:0033674	positive regulation of kinase activity	66/1376	496/18903	1.32830468602123e-06	3.67690137724717e-05	2.62283605177749e-05	TLR4/IGF1R/CDC42/PTPRC/ACSL1/CACUL1/TGFB1/MAPRE3/IQGAP1/PAK1/NCF1/LRRK2/NOD2/CAMKK2/FGF13/PSEN1/SNCA/IL6R/MAP3K5/TLR6/TGFBR2/SYK/LYN/TLR9/CCL5/PRKCD/DLG4/RHOA/CSK/ADAM8/ADAM9/UNC119/FGR/S100A12/PSRC1/FCGR1A/SLC11A1/BCL10/NEDD9/PAK2/MAP3K11/MARK2/EFNA5/MERTK/MOB3A/CAB39/STRADB/FAM20A/CAMKK1/CASS4/NEURL1/TNFRSF11A/TGFA/EPHB1/EFNA1/CCNY/SPDYA/CD300A/OSBPL8/DAZAP2/RALB/PDGFD/STK3/RASSF2/LMTK2/RAPGEF2	66	PPI_node
GO:0050868	GO:0050868	negative regulation of T cell activation	26/1376	128/18903	1.46964377141557e-06	4.04858596644769e-05	2.88796901032725e-05	PTEN/IRF1/CEBPB/GLI3/BCL6/LILRB2/ADORA2A/LAPTM5/TNFAIP8L2/CEACAM1/CR1/FGL2/PTPN6/VSIG4/HFE/IL4I1/PELI1/JAK3/PRKAR1A/LILRB4/DUSP3/IL4R/ZBTB7B/CD300A/LGALS9/HLX	26	PPI_node
GO:0050878	GO:0050878	regulation of body fluid levels	55/1376	390/18903	1.71114353402071e-06	4.60321711264727e-05	3.28360283795524e-05	ABAT/NR1H2/ACTB/TLR4/ATP7B/ANXA5/CD36/FUNDC2/HK2/MAPK14/CYBA/GNAQ/STAT5B/GNAI2/TLN1/PLAUR/STAT5A/SERPINA1/VAV1/PLAU/VDR/SYK/LYN/NFE2L2/PRKCD/WAS/ADM/ADORA2A/P2RX1/ENTPD1/DGKG/PPP3CA/CEACAM1/CD59/FERMT3/PTPN6/PRKACA/SH2B3/CLIC1/OPRL1/F7/TRPV4/PLCG2/MERTK/NEURL1/THBD/ZBTB7B/F5/HYAL2/EXT1/F11R/NFE2/F12/F2RL1/MTX1	55	PPI_node
GO:0051348	GO:0051348	negative regulation of transferase activity	43/1376	276/18903	1.72989474704679e-06	4.63191443952249e-05	3.30407343963734e-05	HMGCR/PTPRC/MVP/PTEN/TSG101/CBL/GNAQ/GSK3B/PSEN1/SNCA/ZFP36/LYN/PRKCD/CORO1C/CSK/ADAR/ADORA2A/CEACAM1/SLC8A1/PTPN6/SORL1/HHEX/PAK2/SH2B3/PPP2R5A/GSK3A/PRKAR1A/IRAK3/LILRB4/DUSP3/CD300A/CDKN1C/TRIB1/CHP1/HYAL2/PTPRJ/PPM1F/MLLT1/RGS14/HIPK3/LATS2/MIDN/SH3BP5L	43	PPI_node
GO:0007035	GO:0007035	vacuolar acidification	12/1376	33/18903	1.77516329225797e-06	4.72635650487708e-05	3.37144159243827e-05	PPT1/GRN/ATP6V1A/SLC11A1/ATP6V0A1/ATP6V0D1/DMXL2/TCIRG1/ATP6V0E1/ATP6V0B/ATP6V1B2/CLN6	12	PPI_node
GO:0007034	GO:0007034	vacuolar transport	30/1376	162/18903	1.83976656337528e-06	4.85800110974211e-05	3.46534735172749e-05	LRP1/LAMP1/GRN/TSG101/RAB7A/RHOB/LRRK2/LAMP2/HSPA1A/KIF13A/LYST/UBAP1/LAPTM5/CHMP1A/ZFYVE16/SNX27/SORT1/SORL1/CHMP4B/IGF2R/PLEKHM1/ATP6V0D1/DENND3/CHMP2A/NCOA4/TPCN2/VPS37B/VPS37C/MGRN1/TMEM50A	30	PPI_node
GO:0002532	GO:0002532	production of molecular mediator involved in inflammatory response	22/1376	100/18903	2.32740887663719e-06	6.00723101942842e-05	4.28512502038038e-05	TLR4/STAT3/CD36/GRN/MAPK14/NCF1/NOD2/TLR6/SYK/ALOX5/LYN/MYD88/P2RX1/GPSM3/MEFV/CLEC7A/ALOX5AP/SIRPA/SNAP23/LILRB4/IL4R/IL17RA	22	PPI_node
GO:0033006	GO:0033006	regulation of mast cell activation involved in immune response	12/1376	34/18903	2.56218661392315e-06	6.55416486508021e-05	4.67526814937199e-05	RAC2/SYK/LYN/FGR/STXBP2/PTPN6/GAB2/UNC13D/IL4R/CD300A/LGALS9/FES	12	PPI_node
GO:0006968	GO:0006968	cellular defense response	15/1376	52/18903	2.71318810663794e-06	6.87282118675907e-05	4.90257456933691e-05	NCF1/CCR2/CXCR2/NCF2/TYROBP/LILRB2/LSP1/ADORA2A/MNDA/BCL10/CLEC5A/C5AR1/CD300C/TCIRG1/IL1RL2	15	PPI_node
GO:0071887	GO:0071887	leukocyte apoptotic process	24/1376	117/18903	3.07150532281065e-06	7.65205456508914e-05	5.45842341806579e-05	BCL2L1/PTEN/NOD2/FADD/CXCR2/HCLS1/PIK3CD/GLI3/BCL6/LYN/CCL5/BCL2L11/ADAM8/BCL10/HCAR2/FNIP1/BCL3/TSC22D3/JAK3/MERTK/PLEKHO2/EFNA1/LGALS9/RAPGEF2	24	PPI_node
GO:0071453	GO:0071453	cellular response to oxygen levels	31/1376	175/18903	3.30028739331767e-06	8.15114084642684e-05	5.81443554820895e-05	NOTCH1/PTEN/ENO1/SLC9A1/CBL/ATP6V1A/CFLAR/RBPJ/E2F1/ATG7/EGLN1/NFE2L2/FOXO3/CYBB/PTGS2/PGK1/ADAM8/SLC8A1/CPEB4/LPAR1/JUND/TMBIM6/BNIP3L/ATP6V0D1/NOL3/PLK3/EGLN2/CPEB2/NPEPPS/ZFP36L1/VASN	31	PPI_node
GO:0016358	GO:0016358	dendrite development	38/1376	237/18903	3.39604859814183e-06	8.35165599457197e-05	5.95746858214806e-05	CDC42/PTEN/SCARF1/DBN1/LRRK2/BAIAP2/GSK3B/PSEN1/PPP1R9B/CYFIP1/DLG4/RHOA/CFL1/DGKG/PPP3CA/CRK/CAMK1D/ASAP1/PICALM/IQSEC1/PAK2/LPAR1/CDKL5/HECW2/DISC1/CUX1/GSK3A/ID1/KLF7/NEURL1/EPHB1/EFNA1/KIAA0319/LST1/SIPA1L1/PHACTR1/RAPGEF2/RERE	38	PPI_node
GO:0150076	GO:0150076	neuroinflammatory response	18/1376	73/18903	3.43636456834018e-06	8.41468759683302e-05	6.00243077771702e-05	LRP1/PTPRC/GRN/LRRK2/PSEN1/SNCA/ITGB2/TLR9/ITGAM/PTGS2/MMP9/TYROBP/TNFRSF1B/ADORA2A/C5AR1/PLCG2/IFNGR1/IFNGR2	18	PPI_node
GO:0043434	GO:0043434	response to peptide hormone	57/1376	421/18903	4.05901229528616e-06	9.77232792100407e-05	6.97087339345252e-05	IGF1R/CYP1B1/STAT3/SP1/NCOA1/PKM/HDAC5/MAPK14/TNFSF10/CYBA/SLC9A1/PXN/STAT5B/CFLAR/GNAI2/BAIAP2/GSK3B/SOCS3/STAT5A/LYN/NFE2L2/PRKCD/CYFIP1/CYBB/PTGS2/GRB2/CSK/ADM/RAB31/AGTRAP/LTA4H/ZNF592/CEACAM1/CRK/SORT1/SORL1/KCNQ1/GRB10/JUND/GAB1/F7/ATP2B1/SLC24A4/TRPV4/BTG2/GSK3A/JAK3/NDEL1/TNFRSF11A/ZBTB7B/OSBPL8/CPEB2/ZDHHC7/PTPRE/ESRRA/ZFP36L1/ZNF106	57	PPI_node
GO:0050817	GO:0050817	coagulation	37/1376	230/18903	4.20148230489123e-06	9.98941643445093e-05	7.1257286699684e-05	ABAT/ACTB/TLR4/ANXA5/CD36/FUNDC2/MAPK14/GNAQ/TLN1/PSEN1/PLAUR/SERPINA1/VAV1/PLAU/SYK/LYN/NFE2L2/PRKCD/WAS/ADORA2A/P2RX1/ENTPD1/DGKG/CEACAM1/CD59/FERMT3/PTPN6/SH2B3/CLIC1/F7/PLCG2/MERTK/THBD/F5/F11R/F12/F2RL1	37	PPI_node
GO:0050920	GO:0050920	regulation of chemotaxis	37/1376	230/18903	4.20148230489123e-06	9.98941643445093e-05	7.1257286699684e-05	MAPK3/NOTCH1/TGFB1/SPI1/RAC2/CCR2/NOD2/CXCR2/RAC1/IL6R/LYN/CCL5/DAPK2/GPSM3/FPR2/PADI2/CAMK1D/TNFSF14/NEDD9/LPAR1/C5AR1/C5AR2/STX3/F7/TRPV4/DUSP3/BST1/SEMA4A/RIN3/LGALS9/PPM1F/SEMA4B/SEMA6B/F2RL1/PDGFD/MOSPD2/SLC8B1	37	PPI_node
GO:1990845	GO:1990845	adaptive thermogenesis	29/1376	160/18903	4.23829781812521e-06	0.00010035308470189	7.15846473587655e-05	NR1H2/TLR4/IGF1R/ARRDC3/NOTCH1/ACSL1/G0S2/CD36/MFN2/CCR2/CEBPB/RBPJ/SYK/DDIT3/ADAMTS5/SLC25A44/SORL1/PCTP/GRB10/TFE3/TRPV4/KDM6B/ID1/IP6K1/IL4R/ZBTB7B/ZNF516/TLE3/DHRS7B	29	PPI_node
GO:0060142	GO:0060142	regulation of syncytium formation by plasma membrane fusion	11/1376	30/18903	4.37804579132192e-06	0.000103235400758332	7.36406835941218e-05	EHD1/MAPK14/CFLAR/FLOT1/ADAM9/TYROBP/RAPGEF3/CD53/TNFSF14/PLEKHO1/IL4R	11	PPI_node
GO:0000272	GO:0000272	polysaccharide catabolic process	9/1376	20/18903	4.4967694326965e-06	0.000105600364136684	7.53276777703215e-05	GAA/MGAM/PGM2/AOAH/CHIT1/PPP1R3B/PPP1R3D/PYGL/PYGM	9	PPI_node
GO:0002460	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	52/1376	375/18903	5.34524094986954e-06	0.000124505002612815	8.88128823634721e-05	TLR4/PTPRC/STAT3/NOTCH1/TGFB1/JAG1/ICAM1/CCR2/NOD2/FADD/TLR8/NLRP3/IL6R/IL1R1/BCL6/NFKB2/PRKCD/MYD88/WAS/TNFRSF1B/HLA-B/HLA-E/CLEC7A/NFKBIZ/CSF2RB/TNFSF13/CEACAM1/CR1/CD1D/FCGR1A/SLC11A1/KLRC1/BCL10/PTPN6/CD55/ARID5A/UNC13D/TCIRG1/HFE/IL4I1/BCL3/JAK3/JUNB/LILRB4/C1RL/SEMA4A/IL4R/IL17RA/ZBTB7B/CR1L/HLX/SLC15A4	52	PPI_node
GO:0030308	GO:0030308	negative regulation of cell growth	32/1376	188/18903	5.53890572205215e-06	0.000127975523336124	9.12885013528374e-05	CTDP1/PPT1/G6PD/TGFB1/ENO1/FGF13/ULK1/HSPA1B/BCL6/PPP1R9B/HSPA1A/SPP1/RTN4/ADAM15/CDA/PSRC1/ST20/SPAG9/SIPA1/IFRD1/GSK3A/MUL1/SEMA4A/KIAA0319/HYAL2/PTPRJ/DIP2B/SEMA4B/SERTAD3/SEMA6B/HYAL1/OSGIN2	32	PPI_node
GO:0043312	GO:0043312	neutrophil degranulation	7/1376	12/18903	6.09924094071292e-06	0.00013868512139002	9.89279556089736e-05	SPI1/ITGB2/SYK/ITGAM/STXBP2/PTAFR/PRAM1	7	PPI_node
GO:0007596	GO:0007596	blood coagulation	36/1376	225/18903	6.39180693794955e-06	0.000143957874737211	0.000102689157270982	ABAT/ACTB/TLR4/ANXA5/CD36/FUNDC2/MAPK14/GNAQ/TLN1/PLAUR/SERPINA1/VAV1/PLAU/SYK/LYN/NFE2L2/PRKCD/WAS/ADORA2A/P2RX1/ENTPD1/DGKG/CEACAM1/CD59/FERMT3/PTPN6/SH2B3/CLIC1/F7/PLCG2/MERTK/THBD/F5/F11R/F12/F2RL1	36	PPI_node
GO:0009615	GO:0009615	response to virus	55/1376	409/18903	7.30446192602388e-06	0.000159142839681053	0.000113521015244149	NPC2/BCL2L1/PTPRC/ARF1/MAPK14/ENO1/IRF1/IFNAR1/FADD/TLR8/MX2/NLRP3/ATG7/AIM2/RNASEL/TLR9/CCL5/ITGAX/MYD88/IRF2/CFL1/RNF135/ADAR/ZNFX1/APOBEC3A/IFITM2/LYST/NLRX1/WDFY4/FGR/TBKBP1/FGL2/UNC93B1/UNC13D/DNAJC3/BNIP3L/BCL3/NMI/IRAK3/MUL1/TRIM25/IFNGR1/IL17RA/LGALS9/HYAL2/EXT1/IL10RB/IFNGR2/DDX60L/F2RL1/TRIM21/IFNAR2/HYAL1/TRIM8/SEC14L1	55	PPI_node
GO:0002228	GO:0002228	natural killer cell mediated immunity	18/1376	77/18903	7.73054723489278e-06	0.000166526449834344	0.000118787949794573	LAMP1/CORO1A/STAT5B/TUBB4B/VAV1/HLA-B/HLA-E/ARRB2/LYST/CEACAM1/KLRC1/CRK/PTPN6/UNC13D/PLEKHM2/LGALS9/CLNK/RNF19B	18	PPI_node
GO:0043393	GO:0043393	regulation of protein binding	33/1376	200/18903	7.89152150129877e-06	0.000168725441053888	0.000120356551412188	LRP1/ACTB/MAPK3/CDC42/SMARCD3/TCF7L2/HDAC5/MAPRE3/HDAC4/LRRK2/GSK3B/PSEN1/FLOT1/PRKCD/MMP9/ADAM15/LRPAP1/ARRB2/CRK/SORL1/CTSZ/PRKACA/MARK2/FKBP1A/TMBIM6/HFE/DISC1/ID1/DHRS7B/RALB/TRIM21/STK3/RAPGEF2	33	PPI_node
GO:1903829	GO:1903829	positive regulation of protein localization	59/1376	451/18903	8.14917715907153e-06	0.000173586561789888	0.00012382412408012	ABAT/GLUL/ABCG1/LRP1/NR1H2/TLR4/PECAM1/ACSL4/MARK4/TCF7L2/SH3GLB1/NGFR/TGFB1/MAPK14/RAC2/TSG101/HCLS1/GSK3B/PSEN1/ITGB2/GLI3/PPP1R9B/PRKCD/SQSTM1/ITGAM/PTGS2/DLG4/MSN/RTN4/ADAM8/ADAM9/TYROBP/ADORA2A/RAPGEF3/CD33/BBC3/SORL1/PTP4A3/NEDD9/RHOG/PRKACA/LIMK2/HCAR2/STX3/STAC3/EDEM2/UBE2D3/BCAP31/GSK3A/PLK3/GPSM2/CHP1/HYAL2/TRPM2/KCNB1/F2RL1/TRIM8/NPEPPS/OAZ2	59	PPI_node
GO:0046631	GO:0046631	alpha-beta T cell activation	30/1376	174/18903	8.2706174695606e-06	0.000175520881854008	0.000125203928398845	PTPRC/STAT3/IRF1/CCR2/NLRP3/IL6R/GLI3/BCL6/TGFBR2/SYK/RHOA/HLA-E/ADORA2A/NFKBIZ/WDFY4/RARA/CD55/TCIRG1/HFE/BCL3/JAK3/JUNB/LILRB4/SEMA4A/IL4R/CLEC4A/ZBTB7B/CD300A/LGALS9/HLX	30	PPI_node
GO:0044000	GO:0044000	movement in host	31/1376	183/18903	8.52896933852962e-06	0.000179672773197701	0.000128165588008942	LAMP1/TSG101/CBL/ICAM1/RAB7A/ITGA5/ANPEP/HSPA1B/FURIN/HSPA1A/GSN/IFITM2/CHMP1A/VAPA/CR1/SELPLG/CLEC5A/CHMP4B/CD55/WWP2/AVPR1B/FCN1/TRIM25/CHMP2A/LGALS9/TPCN2/VPS37B/HYAL2/F11R/TRIM21/TRIM8	31	PPI_node
GO:0043304	GO:0043304	regulation of mast cell degranulation	11/1376	32/18903	9.02846247654218e-06	0.000188806897775864	0.000134681213201741	RAC2/SYK/LYN/FGR/STXBP2/GAB2/UNC13D/IL4R/CD300A/LGALS9/FES	11	PPI_node
GO:0030003	GO:0030003	cellular cation homeostasis	63/1376	499/18903	1.27648329711993e-05	0.000256717729663272	0.000183123899013959	MAPK3/ATP7B/PTPRC/SLC31A1/PPT1/ARF1/GRN/CORO1A/SLC40A1/CYBA/SLC9A1/RAB7A/ATP6V1A/CCR2/LRRK2/PSEN1/SNCA/S100A8/VDR/EGLN1/LYN/CCL5/DDIT3/P2RX1/ANKRD9/SLC11A1/SLC8A1/PTPN6/ATP6V0A1/PRKACA/MAFG/AVPR1B/NTSR1/DRD3/RYR2/FKBP1A/TMBIM6/ATP6V0D1/ATP2B1/SLC24A4/TRPV4/ATP2B2/DMXL2/TCIRG1/ATP6V0E1/ATP6V0B/ATP6V1B2/HFE/DISC1/BCAP31/PLCG2/NOL3/STEAP4/CLN6/NCOA4/TPCN2/CHP1/TRPM2/KCNJ2/LETM2/MICU1/PDZD8/SLC8B1	63	PPI_node
GO:0002262	GO:0002262	myeloid cell homeostasis	29/1376	169/18903	1.27686828890109e-05	0.000256717729663272	0.000183123899013959	STAT3/MAEA/G6PD/SPI1/MAPK14/STAT5B/CXCR2/HCLS1/ZFP36/PIK3CD/HSPA1B/BCL6/LYN/HSPA1A/FOXO3/BCL2L11/NCSTN/ADAR/RCOR1/KCNQ1/SH2B3/HCAR2/XKR8/JAK3/MERTK/TAL1/TRIM58/ZFP36L1/SLC15A4	29	PPI_node
GO:0070482	GO:0070482	response to oxygen levels	47/1376	337/18903	1.28141565498102e-05	0.000256731178428015	0.000183133492392024	ABAT/NOTCH1/PTEN/HK2/SOD2/ENO1/CYBA/SLC9A1/CBL/ATP6V1A/CFLAR/RBPJ/E2F1/ATG7/PLAU/EGLN1/TGFBR2/APAF1/NFE2L2/FOXO3/CYBB/PTGS2/PGK1/RHOA/ADAM15/ADAM8/ADM/AGTRAP/PLOD1/SLC8A1/CPEB4/LPAR1/JUND/F7/RYR2/TMBIM6/BNIP3L/ATP6V0D1/NOL3/PLK3/EGLN2/CBFA2T3/CPEB2/CYB5R4/NPEPPS/ZFP36L1/VASN	47	PPI_node
GO:0097242	GO:0097242	amyloid-beta clearance	12/1376	39/18903	1.2990188147816e-05	0.000258450618357588	0.000184360016732344	LRP1/HMGCR/IGF1R/RAB5A/CD36/ITGB2/MME/ITGAM/LRPAP1/PICALM/C5AR1/IFNGR1	12	PPI_node
GO:0072594	GO:0072594	establishment of protein localization to organelle	58/1376	449/18903	1.41999057013784e-05	0.000276753264179927	0.000197415803216801	CD68/PTTG1IP/STAT3/NOTCH1/LAMP1/CD36/MFN2/SH3GLB1/HK2/NFKBIA/TGFB1/MAPK14/RAC2/TSG101/E2F3/RAB7A/LRRK2/HCLS1/PSEN1/GLI3/SYK/LAMP2/PRKCD/DDIT3/SQSTM1/PTGS2/UBAP1/NUP98/NUP214/AKIRIN2/LAPTM5/PPP3R1/PPP3CA/ZFYVE16/BID/BBC3/SORT1/SORL1/CHMP4B/NEURL1B/RYR2/BNIP3L/UBE2D3/WBP2/BCAP31/BCL3/GSK3A/NCOA4/VPS37B/VPS37C/CHP1/HYAL2/TIMM17B/FAM53C/MTX1/KPNB1/STK3/NPEPPS	58	PPI_node
